projectDescriptionID,releaseFishID,releaseID,forkLength
12,1,263,NA
12,2,262,NA
12,3,264,NA
12,4,267,NA
12,5,272,NA
12,6,274,NA
12,7,273,NA
12,8,282,NA
12,9,281,NA
12,10,280,NA
12,11,276,NA
12,12,283,NA
12,13,279,NA
12,14,284,NA
12,15,256,NA
12,16,285,NA
12,17,286,NA
12,18,287,NA
